1,2208.0,1146.0,2,4,4,1585.0,0,0,0,1,2,100,1213,0
0,2267.0,7.0,2,8,4,165.0,0,0,0,0,2,160,1,0
0,2958.0,175.0,1,4,4,125.0,0,0,0,1,2,280,1,0
0,2167.0,115.0,1,5,3,0.0,1,1,11,1,2,0,1,1
1,2017.0,817.0,2,6,4,196.0,1,1,14,0,2,60,159,1
0,1583.0,585.0,2,8,8,15.0,1,1,2,0,2,100,1,1
1,1742.0,65.0,2,3,4,125.0,0,0,0,0,2,60,101,0
0,5867.0,446.0,2,11,8,304.0,1,1,6,0,2,43,561,1
1,2783.0,1.0,1,2,8,3.0,0,0,0,0,2,176,538,0
0,5575.0,708.0,2,4,8,675.0,1,1,3,1,2,100,51,0
1,335.0,175.0,2,14,8,45.0,1,1,4,1,2,253,858,1
1,4142.0,5.0,2,11,8,5.0,1,1,6,1,2,470,1,1
1,2067.0,125.0,1,8,8,1375.0,1,1,3,1,2,140,211,0
1,3492.0,5.0,2,14,8,75.0,1,1,6,1,2,0,1001,1
1,5858.0,271.0,2,8,4,2415.0,0,0,0,1,2,320,1,0
1,4808.0,604.0,2,4,4,4.0,0,0,0,0,2,0,2691,1
1,2958.0,45.0,2,9,4,75.0,1,1,2,1,2,330,1,1
0,1892.0,9.0,2,6,4,75.0,1,1,2,0,2,88,592,1
1,20.0,125.0,1,4,4,125.0,0,0,0,0,2,140,5,0
0,2242.0,5665.0,2,11,4,2585.0,1,1,7,0,2,129,3258,1
0,2817.0,585.0,2,6,4,4.0,0,0,0,0,2,260,1005,0
0,1917.0,585.0,1,6,4,585.0,1,0,0,1,2,160,1,0
1,4117.0,1335.0,2,2,4,165.0,0,0,0,0,2,168,1,0
1,4158.0,175.0,2,4,4,21.0,1,0,0,0,2,160,1,0
1,195.0,9585.0,2,6,4,79.0,0,0,0,0,2,80,351,0
1,3275.0,15.0,2,13,8,55.0,1,1,3,1,2,0,1,1
1,225.0,125.0,1,4,4,125.0,0,0,0,0,2,200,71,0
1,3317.0,304.0,1,8,8,204.0,1,1,1,1,2,180,18028,1
0,3067.0,12.0,2,8,4,2.0,1,1,1,0,2,220,20,1
1,2308.0,25.0,2,8,4,1085.0,1,1,11,1,2,60,2185,1
1,27.0,75.0,2,8,8,425.0,1,1,3,1,2,312,151,1
0,2042.0,105.0,1,14,8,0.0,0,0,0,1,2,154,33,0
1,5233.0,1375.0,1,8,8,946.0,1,0,0,1,2,200,101,0
1,2308.0,115.0,2,9,8,2125.0,1,1,11,1,2,290,285,1
1,4283.0,125.0,2,7,4,13875.0,0,1,1,1,2,352,113,0
1,7483.0,19.0,1,1,1,4.0,0,1,2,0,2,0,352,0
1,25.0,125.0,2,6,4,3.0,1,0,0,1,1,20,1,1
1,3958.0,13915.0,2,9,4,8625.0,1,1,6,1,2,70,1,1
0,4775.0,8.0,2,8,4,7875.0,1,1,6,1,2,0,1261,1
